run_id,seed,n_evals,n_gen,elapsed_sec,n_pareto,GD,IGD,IGD+,GD+,HV,Spread,Epsilon,best_f1,best_price,best_main
0,42,50,6,0.011,9,0.073361,0.122316,0.007637,0.073317,0.854832,0.808686,2.225215,0.009000,87410.0,언양식매콤불고기한상도시락 | 오색앙금떡(냉동) | 에코프레시 메밀소바
1,43,50,6,0.010,10,0.152789,0.188426,0.108430,0.069555,0.679585,0.768473,5.754061,0.018250,151580.0,파니니 | 롯데)리얼소프트에그샌드 | 하와이안갈릭쉬림프파스타
